Rank,nctid,age,age_id
5930,NCT04581889,"1 Year to 18 Years  (Child, Adult)",age_11
4289,NCT04618796,1 Year to 2 Years  (Child),age_12
899,NCT04346056,"1 Year to 80 Years  (Child, Adult, Older Adult)",age_13
4305,NCT04346602,"1 Year to 80 Years  (Child, Adult, Older Adult)",age_13
575,NCT04457726,"1 Year to 90 Years  (Child, Adult, Older Adult)",age_14
5908,NCT04245631,"1 Year to 90 Years  (Child, Adult, Older Adult)",age_14
5061,NCT04444323,"1 Year to 95 Years  (Child, Adult, Older Adult)",age_15
5723,NCT04359225,"1 Year to 95 Years  (Child, Adult, Older Adult)",age_15
4445,NCT04695379,"1 Year to 99 Years  (Child, Adult, Older Adult)",age_16
82,NCT04392141,"10 Years and older  (Child, Adult, Older Adult)",age_17
260,NCT04832919,"10 Years and older  (Child, Adult, Older Adult)",age_17
486,NCT04444271,"10 Years and older  (Child, Adult, Older Adult)",age_17
1203,NCT04471766,"10 Years and older  (Child, Adult, Older Adult)",age_17
1567,NCT04821973,"10 Years and older  (Child, Adult, Older Adult)",age_17
5034,NCT04859023,"10 Years and older  (Child, Adult, Older Adult)",age_17
5383,NCT04619576,"10 Years and older  (Child, Adult, Older Adult)",age_17
5571,NCT04621084,"10 Years and older  (Child, Adult, Older Adult)",age_17
6037,NCT04753645,"10 Years and older  (Child, Adult, Older Adult)",age_17
4807,NCT04780152,10 Years to 17 Years  (Child),age_18
5479,NCT04678843,"10 Years to 18 Years  (Child, Adult)",age_19
5393,NCT04458246,"10 Years to 19 Years  (Child, Adult)",age_20
5962,NCT04299711,"10 Years to 19 Years  (Child, Adult)",age_20
1398,NCT04653857,"10 Years to 50 Years  (Child, Adult)",age_21
1904,NCT04790240,"10 Years to 70 Years  (Child, Adult, Older Adult)",age_22
6188,NCT04439825,"10 Years to 75 Years  (Child, Adult, Older Adult)",age_23
3066,NCT04363671,"11 Years and older  (Child, Adult, Older Adult)",age_24
2147,NCT04800133,"11 Years to 100 Years  (Child, Adult, Older Adult)",age_25
6053,NCT04942990,11 Years to 14 Years  (Child),age_26
6036,NCT04618341,11 Years to 17 Years  (Child),age_27
6126,NCT04406558,"11 Years to 18 Years  (Child, Adult)",age_28
3746,NCT04361253,"12 Months and older  (Child, Adult, Older Adult)",age_29
51,NCT04889040,"12 Years and older  (Child, Adult, Older Adult)",age_30
239,NCT04355793,"12 Years and older  (Child, Adult, Older Adult)",age_30
337,NCT04377620,"12 Years and older  (Child, Adult, Older Adult)",age_30
471,NCT04918875,"12 Years and older  (Child, Adult, Older Adult)",age_30
619,NCT04701658,"12 Years and older  (Child, Adult, Older Adult)",age_30
665,NCT04292899,"12 Years and older  (Child, Adult, Older Adult)",age_30
666,NCT04501952,"12 Years and older  (Child, Adult, Older Adult)",age_30
686,NCT04745351,"12 Years and older  (Child, Adult, Older Adult)",age_30
697,NCT04292730,"12 Years and older  (Child, Adult, Older Adult)",age_30
739,NCT04871633,"12 Years and older  (Child, Adult, Older Adult)",age_30
824,NCT04409262,"12 Years and older  (Child, Adult, Older Adult)",age_30
881,NCT04368728,"12 Years and older  (Child, Adult, Older Adult)",age_30
1073,NCT04913675,"12 Years and older  (Child, Adult, Older Adult)",age_30
1585,NCT04582331,"12 Years and older  (Child, Adult, Older Adult)",age_30
1731,NCT04409483,"12 Years and older  (Child, Adult, Older Adult)",age_30
1815,NCT04878068,"12 Years and older  (Child, Adult, Older Adult)",age_30
1845,NCT04840459,"12 Years and older  (Child, Adult, Older Adult)",age_30
1874,NCT04331665,"12 Years and older  (Child, Adult, Older Adult)",age_30
1918,NCT04866589,"12 Years and older  (Child, Adult, Older Adult)",age_30
1963,NCT04362137,"12 Years and older  (Child, Adult, Older Adult)",age_30
2193,NCT04603651,"12 Years and older  (Child, Adult, Older Adult)",age_30
2270,NCT04387955,"12 Years and older  (Child, Adult, Older Adult)",age_30
2925,NCT04700137,"12 Years and older  (Child, Adult, Older Adult)",age_30
2950,NCT04445207,"12 Years and older  (Child, Adult, Older Adult)",age_30
2987,NCT04392427,"12 Years and older  (Child, Adult, Older Adult)",age_30
3470,NCT04335552,"12 Years and older  (Child, Adult, Older Adult)",age_30
3835,NCT04611802,"12 Years and older  (Child, Adult, Older Adult)",age_30
4010,NCT04323761,"12 Years and older  (Child, Adult, Older Adult)",age_30
4539,NCT04956224,"12 Years and older  (Child, Adult, Older Adult)",age_30
4964,NCT04369690,"12 Years and older  (Child, Adult, Older Adult)",age_30
4984,NCT04852276,"12 Years and older  (Child, Adult, Older Adult)",age_30
676,NCT04377711,"12 Years to 100 Years  (Child, Adult, Older Adult)",age_31
2985,NCT04610541,"12 Years to 100 Years  (Child, Adult, Older Adult)",age_31
4770,NCT04453839,"12 Years to 100 Years  (Child, Adult, Older Adult)",age_31
611,NCT04486313,"12 Years to 120 Years  (Child, Adult, Older Adult)",age_31
1010,NCT04790786,"12 Years to 120 Years  (Child, Adult, Older Adult)",age_31
3609,NCT04649151,12 Years to 17 Years  (Child),age_32
4291,NCT04954092,12 Years to 17 Years  (Child),age_32
5033,NCT04408027,12 Years to 17 Years  (Child),age_32
5399,NCT04904744,12 Years to 17 Years  (Child),age_32
1694,NCT04951388,"12 Years to 18 Years  (Child, Adult)",age_33
2271,NCT04849611,"12 Years to 18 Years  (Child, Adult)",age_33
4593,NCT04912817,"12 Years to 18 Years  (Child, Adult)",age_33
6148,NCT04604977,"12 Years to 18 Years  (Child, Adult)",age_33
1488,NCT04686734,"12 Years to 25 Years  (Child, Adult)",age_34
1036,NCT04713553,"12 Years to 50 Years  (Child, Adult)",age_35
5091,NCT04666285,"12 Years to 57 Years  (Child, Adult)",age_36
374,NCT04487964,"12 Years to 65 Years  (Child, Adult, Older Adult)",age_37
2318,NCT04471519,"12 Years to 65 Years  (Child, Adult, Older Adult)",age_37
3114,NCT04498936,"12 Years to 65 Years  (Child, Adult, Older Adult)",age_37
3874,NCT04388618,"12 Years to 65 Years  (Child, Adult, Older Adult)",age_37
4063,NCT04761822,"12 Years to 69 Years  (Child, Adult, Older Adult)",age_38
4082,NCT04683484,"12 Years to 75 Years  (Child, Adult, Older Adult)",age_39
1287,NCT04347876,"12 Years to 80 Years  (Child, Adult, Older Adult)",age_40
3042,NCT04374149,"12 Years to 80 Years  (Child, Adult, Older Adult)",age_40
600,NCT04773067,"12 Years to 85 Years  (Child, Adult, Older Adult)",age_41
5310,NCT04773756,"12 Years to 90 Years  (Child, Adult, Older Adult)",age_42
2466,NCT04860895,"12 Years to 95 Years  (Child, Adult, Older Adult)",age_43
5408,NCT04406844,"12 Years to 98 Years  (Child, Adult, Older Adult)",age_44
1672,NCT04832828,"12 Years to 99 Years  (Child, Adult, Older Adult)",age_45
4531,NCT04323839,"13 Years and older  (Child, Adult, Older Adult)",age_46
5992,NCT04634903,13 Years to 16 Years  (Child),age_47
3482,NCT04697030,"13 Years to 19 Years  (Child, Adult)",age_48
5345,NCT04524598,"13 Years to 21 Years  (Child, Adult)",age_49
6144,NCT04781400,"13 Years to 24 Years  (Child, Adult)",age_50
4762,NCT04669912,"13 Years to 25 Years  (Child, Adult)",age_51
1043,NCT04810728,"13 Years to 59 Years  (Child, Adult)",age_52
5167,NCT04665193,"13 Years to 90 Years  (Child, Adult, Older Adult)",age_53
5592,NCT04762693,"13 Years to 99 Years  (Child, Adult, Older Adult)",age_54
6034,NCT04933474,"13 Years to 99 Years  (Child, Adult, Older Adult)",age_54
940,NCT04575571,"14 Years and older  (Child, Adult, Older Adult)",age_55
1018,NCT04874792,"14 Years and older  (Child, Adult, Older Adult)",age_55
1602,NCT04477668,"14 Years and older  (Child, Adult, Older Adult)",age_55
3931,NCT04472078,"14 Years and older  (Child, Adult, Older Adult)",age_55
4601,NCT04573868,"14 Years and older  (Child, Adult, Older Adult)",age_55
5248,NCT04486521,"14 Years and older  (Child, Adult, Older Adult)",age_55
5314,NCT04573361,"14 Years and older  (Child, Adult, Older Adult)",age_55
5377,NCT04340414,"14 Years and older  (Child, Adult, Older Adult)",age_55
5620,NCT04463628,"14 Years and older  (Child, Adult, Older Adult)",age_55
5914,NCT04370067,"14 Years and older  (Child, Adult, Older Adult)",age_55
6195,NCT03256773,"14 Years and older  (Child, Adult, Older Adult)",age_55
4403,NCT04378582,"14 Years to 100 Years  (Child, Adult, Older Adult)",age_56
5453,NCT04548544,"14 Years to 18 Years  (Child, Adult)",age_57
2556,NCT04251767,"14 Years to 70 Years  (Child, Adult, Older Adult)",age_58
2988,NCT04720235,"14 Years to 75 Years  (Child, Adult, Older Adult)",age_59
5656,NCT04322513,"14 Years to 75 Years  (Child, Adult, Older Adult)",age_59
5392,NCT04251871,"14 Years to 80 Years  (Child, Adult, Older Adult)",age_60
3560,NCT04673279,"14 Years to 90 Years  (Child, Adult, Older Adult)",age_61
609,NCT04474457,"15 Years and older  (Child, Adult, Older Adult)",age_62
1505,NCT04386694,"15 Years and older  (Child, Adult, Older Adult)",age_62
2986,NCT04358042,"15 Years and older  (Child, Adult, Older Adult)",age_62
3125,NCT04384588,"15 Years and older  (Child, Adult, Older Adult)",age_62
3230,NCT04615676,"15 Years and older  (Child, Adult, Older Adult)",age_62
3870,NCT04689464,"15 Years and older  (Child, Adult, Older Adult)",age_62
4460,NCT04690816,"15 Years and older  (Child, Adult, Older Adult)",age_62
4567,NCT04422587,"15 Years and older  (Child, Adult, Older Adult)",age_62
4575,NCT04371328,"15 Years and older  (Child, Adult, Older Adult)",age_62
556,NCT04368013,"15 Years to 100 Years  (Child, Adult, Older Adult)",age_63
825,NCT04331470,"15 Years to 100 Years  (Child, Adult, Older Adult)",age_63
5437,NCT04604743,15 Years to 17 Years  (Child),age_64
5810,NCT04932369,"15 Years to 30 Years  (Child, Adult)",age_65
2250,NCT04789512,"15 Years to 35 Years  (Child, Adult)",age_66
3215,NCT04441918,"15 Years to 45 Years  (Child, Adult)",age_67
1443,NCT04537585,"15 Years to 65 Years  (Child, Adult, Older Adult)",age_68
2922,NCT04392713,"15 Years to 65 Years  (Child, Adult, Older Adult)",age_68
3344,NCT04412278,"15 Years to 65 Years  (Child, Adult, Older Adult)",age_68
3929,NCT04394078,"15 Years to 65 Years  (Child, Adult, Older Adult)",age_68
4731,NCT04357886,"15 Years to 65 Years  (Child, Adult, Older Adult)",age_68
1350,NCT04424940,"15 Years to 75 Years  (Child, Adult, Older Adult)",age_69
2000,NCT04577378,"15 Years to 80 Years  (Child, Adult, Older Adult)",age_70
4233,NCT04565197,"15 Years to 80 Years  (Child, Adult, Older Adult)",age_70
4286,NCT04560205,"15 Years to 80 Years  (Child, Adult, Older Adult)",age_70
4869,NCT04560231,"15 Years to 80 Years  (Child, Adult, Older Adult)",age_70
1903,NCT04474340,"15 Years to 85 Years  (Child, Adult, Older Adult)",age_71
1223,NCT04549376,"15 Years to 90 Years  (Child, Adult, Older Adult)",age_72
1435,NCT04809480,"15 Years to 90 Years  (Child, Adult, Older Adult)",age_72
4427,NCT04354779,"15 Years to 90 Years  (Child, Adult, Older Adult)",age_72
12,NCT04537559,"16 Years and older  (Child, Adult, Older Adult)",age_73
142,NCT04364022,"16 Years and older  (Child, Adult, Older Adult)",age_73
229,NCT04802018,"16 Years and older  (Child, Adult, Older Adult)",age_73
301,NCT04348656,"16 Years and older  (Child, Adult, Older Adult)",age_73
352,NCT04473053,"16 Years and older  (Child, Adult, Older Adult)",age_73
355,NCT04422509,"16 Years and older  (Child, Adult, Older Adult)",age_73
389,NCT04848584,"16 Years and older  (Child, Adult, Older Adult)",age_73
508,NCT04330599,"16 Years and older  (Child, Adult, Older Adult)",age_73
695,NCT04832932,"16 Years and older  (Child, Adult, Older Adult)",age_73
723,NCT04661462,"16 Years and older  (Child, Adult, Older Adult)",age_73
778,NCT04538586,"16 Years and older  (Child, Adult, Older Adult)",age_73
968,NCT04581031,"16 Years and older  (Child, Adult, Older Adult)",age_73
1473,NCT04811391,"16 Years and older  (Child, Adult, Older Adult)",age_73
1553,NCT04817332,"16 Years and older  (Child, Adult, Older Adult)",age_73
1772,NCT04880447,"16 Years and older  (Child, Adult, Older Adult)",age_73
1792,NCT04481646,"16 Years and older  (Child, Adult, Older Adult)",age_73
2257,NCT04407299,"16 Years and older  (Child, Adult, Older Adult)",age_73
2312,NCT04834726,"16 Years and older  (Child, Adult, Older Adult)",age_73
2588,NCT04948190,"16 Years and older  (Child, Adult, Older Adult)",age_73
2610,NCT04955626,"16 Years and older  (Child, Adult, Older Adult)",age_73
2629,NCT04459962,"16 Years and older  (Child, Adult, Older Adult)",age_73
2760,NCT04696913,"16 Years and older  (Child, Adult, Older Adult)",age_73
2823,NCT04948242,"16 Years and older  (Child, Adult, Older Adult)",age_73
2857,NCT04403477,"16 Years and older  (Child, Adult, Older Adult)",age_73
2910,NCT04858607,"16 Years and older  (Child, Adult, Older Adult)",age_73
2970,NCT04579640,"16 Years and older  (Child, Adult, Older Adult)",age_73
3218,NCT04815031,"16 Years and older  (Child, Adult, Older Adult)",age_73
3229,NCT04423640,"16 Years and older  (Child, Adult, Older Adult)",age_73
3298,NCT04771117,"16 Years and older  (Child, Adult, Older Adult)",age_73
3310,NCT04320017,"16 Years and older  (Child, Adult, Older Adult)",age_73
3326,NCT04876885,"16 Years and older  (Child, Adult, Older Adult)",age_73
3382,NCT04509713,"16 Years and older  (Child, Adult, Older Adult)",age_73
3477,NCT04468412,"16 Years and older  (Child, Adult, Older Adult)",age_73
3488,NCT04444609,"16 Years and older  (Child, Adult, Older Adult)",age_73
3489,NCT04472052,"16 Years and older  (Child, Adult, Older Adult)",age_73
3494,NCT04397380,"16 Years and older  (Child, Adult, Older Adult)",age_73
3531,NCT04858763,"16 Years and older  (Child, Adult, Older Adult)",age_73
3533,NCT04451694,"16 Years and older  (Child, Adult, Older Adult)",age_73
3761,NCT04356482,"16 Years and older  (Child, Adult, Older Adult)",age_73
3786,NCT04303507,"16 Years and older  (Child, Adult, Older Adult)",age_73
3921,NCT04386070,"16 Years and older  (Child, Adult, Older Adult)",age_73
3928,NCT04716023,"16 Years and older  (Child, Adult, Older Adult)",age_73
3964,NCT04392232,"16 Years and older  (Child, Adult, Older Adult)",age_73
4009,NCT04982042,"16 Years and older  (Child, Adult, Older Adult)",age_73
4112,NCT04378452,"16 Years and older  (Child, Adult, Older Adult)",age_73
4343,NCT04615728,"16 Years and older  (Child, Adult, Older Adult)",age_73
4632,NCT04659460,"16 Years and older  (Child, Adult, Older Adult)",age_73
4693,NCT03042143,"16 Years and older  (Child, Adult, Older Adult)",age_73
4748,NCT04838106,"16 Years and older  (Child, Adult, Older Adult)",age_73
5078,NCT04894448,"16 Years and older  (Child, Adult, Older Adult)",age_73
5082,NCT04727372,"16 Years and older  (Child, Adult, Older Adult)",age_73
5177,NCT04666779,"16 Years and older  (Child, Adult, Older Adult)",age_73
5188,NCT04326387,"16 Years and older  (Child, Adult, Older Adult)",age_73
5214,NCT04488471,"16 Years and older  (Child, Adult, Older Adult)",age_73
5303,NCT04840082,"16 Years and older  (Child, Adult, Older Adult)",age_73
5354,NCT04505761,"16 Years and older  (Child, Adult, Older Adult)",age_73
5401,NCT04677270,"16 Years and older  (Child, Adult, Older Adult)",age_73
5417,NCT04541472,"16 Years and older  (Child, Adult, Older Adult)",age_73
5564,NCT04341922,"16 Years and older  (Child, Adult, Older Adult)",age_73
5607,NCT04412746,"16 Years and older  (Child, Adult, Older Adult)",age_73
5644,NCT04319172,"16 Years and older  (Child, Adult, Older Adult)",age_73
5734,NCT04398043,"16 Years and older  (Child, Adult, Older Adult)",age_73
5772,NCT04742712,"16 Years and older  (Child, Adult, Older Adult)",age_73
5788,NCT04581577,"16 Years and older  (Child, Adult, Older Adult)",age_73
5836,NCT04882865,"16 Years and older  (Child, Adult, Older Adult)",age_73
5868,NCT04467112,"16 Years and older  (Child, Adult, Older Adult)",age_73
5980,NCT04905823,"16 Years and older  (Child, Adult, Older Adult)",age_73
6072,NCT04927845,"16 Years and older  (Child, Adult, Older Adult)",age_73
6202,NCT04747990,"16 Years and older  (Child, Adult, Older Adult)",age_73
6262,NCT04804943,"16 Years and older  (Child, Adult, Older Adult)",age_73
975,NCT04303299,"16 Years to 100 Years  (Child, Adult, Older Adult)",age_74
1115,NCT04409522,"16 Years to 100 Years  (Child, Adult, Older Adult)",age_74
2497,NCT04544176,"16 Years to 100 Years  (Child, Adult, Older Adult)",age_74
4093,NCT04311398,"16 Years to 100 Years  (Child, Adult, Older Adult)",age_74
4310,NCT04376814,"16 Years to 100 Years  (Child, Adult, Older Adult)",age_74
4501,NCT04411784,"16 Years to 100 Years  (Child, Adult, Older Adult)",age_74
5574,NCT04410484,"16 Years to 100 Years  (Child, Adult, Older Adult)",age_74
3580,NCT04715607,"16 Years to 120 Years  (Child, Adult, Older Adult)",age_75
2643,NCT04631367,"16 Years to 24 Years  (Child, Adult)",age_76
6087,NCT04663594,"16 Years to 24 Years  (Child, Adult)",age_76
3181,NCT04663906,"16 Years to 40 Years  (Child, Adult)",age_77
5658,NCT04409951,"16 Years to 40 Years  (Child, Adult)",age_77
5729,NCT04492449,"16 Years to 40 Years  (Child, Adult)",age_77
5859,NCT04559542,"16 Years to 40 Years  (Child, Adult)",age_77
3598,NCT04910958,"16 Years to 45 Years  (Child, Adult)",age_78
4859,NCT04416373,"16 Years to 55 Years  (Child, Adult)",age_79
3626,NCT04865900,"16 Years to 60 Years  (Child, Adult)",age_80
809,NCT04974190,"16 Years to 65 Years  (Child, Adult, Older Adult)",age_81
422,NCT04400812,"16 Years to 70 Years  (Child, Adult, Older Adult)",age_82
2999,NCT04422561,"16 Years to 70 Years  (Child, Adult, Older Adult)",age_82
4500,NCT04356833,"16 Years to 70 Years  (Child, Adult, Older Adult)",age_82
4599,NCT04912791,"16 Years to 70 Years  (Child, Adult, Older Adult)",age_82
5093,NCT04444297,"16 Years to 75 Years  (Child, Adult, Older Adult)",age_83
6112,NCT04443179,"16 Years to 75 Years  (Child, Adult, Older Adult)",age_83
1078,NCT04504240,"16 Years to 80 Years  (Child, Adult, Older Adult)",age_84
1186,NCT04678739,"16 Years to 80 Years  (Child, Adult, Older Adult)",age_84
4117,NCT04434144,"16 Years to 80 Years  (Child, Adult, Older Adult)",age_84
4303,NCT04896710,"16 Years to 80 Years  (Child, Adult, Older Adult)",age_84
4411,NCT04747678,"16 Years to 80 Years  (Child, Adult, Older Adult)",age_84
1009,NCT04730323,"16 Years to 85 Years  (Child, Adult, Older Adult)",age_85
5018,NCT04736524,"16 Years to 85 Years  (Child, Adult, Older Adult)",age_85
1235,NCT04591600,"16 Years to 86 Years  (Child, Adult, Older Adult)",age_86
571,NCT04391127,"16 Years to 90 Years  (Child, Adult, Older Adult)",age_87
766,NCT04381858,"16 Years to 90 Years  (Child, Adult, Older Adult)",age_87
854,NCT04483622,"16 Years to 90 Years  (Child, Adult, Older Adult)",age_87
4930,NCT04503057,"16 Years to 90 Years  (Child, Adult, Older Adult)",age_87
2354,NCT04945577,"16 Years to 97 Years  (Child, Adult, Older Adult)",age_88
627,NCT04307693,"16 Years to 99 Years  (Child, Adult, Older Adult)",age_89
343,NCT04385940,"17 Years and older  (Child, Adult, Older Adult)",age_90
1789,NCT04927182,"17 Years and older  (Child, Adult, Older Adult)",age_90
3118,NCT04764032,"17 Years and older  (Child, Adult, Older Adult)",age_90
3520,NCT04422691,"17 Years and older  (Child, Adult, Older Adult)",age_90
3968,NCT04474236,"17 Years and older  (Child, Adult, Older Adult)",age_90
4346,NCT04358380,"17 Years and older  (Child, Adult, Older Adult)",age_90
83,NCT04418284,"17 Years to 35 Years  (Child, Adult)",age_91
6274,NCT04247620,"17 Years to 35 Years  (Child, Adult)",age_91
5837,NCT04757207,"17 Years to 40 Years  (Child, Adult)",age_92
2236,NCT04647994,"17 Years to 50 Years  (Child, Adult)",age_93
1346,NCT04555109,"17 Years to 65 Years  (Child, Adult, Older Adult)",age_94
6198,NCT04954937,"17 Years to 66 Years  (Child, Adult, Older Adult)",age_95
1092,NCT04670328,"17 Years to 75 Years  (Child, Adult, Older Adult)",age_96
5662,NCT04633772,"17 Years to 81 Years  (Child, Adult, Older Adult)",age_97
5036,NCT04624048,"17 Years to 85 Years  (Child, Adult, Older Adult)",age_98
1266,NCT04505709,"18 Months and older  (Child, Adult, Older Adult)",age_99
4225,NCT04949230,"18 Months and older  (Child, Adult, Older Adult)",age_99
4959,NCT04321174,"18 Months and older  (Child, Adult, Older Adult)",age_99
655,NCT04371926,"18 Months to 85 Years  (Child, Adult, Older Adult)",age_100
1,NCT04372602,"18 Years and older  (Adult, Older Adult)",age_101
3,NCT04364698,"18 Years and older  (Adult, Older Adult)",age_101
4,NCT04482621,"18 Years and older  (Adult, Older Adult)",age_101
6,NCT04425538,"18 Years and older  (Adult, Older Adult)",age_101
11,NCT04432987,"18 Years and older  (Adult, Older Adult)",age_101
13,NCT04628143,"18 Years and older  (Adult, Older Adult)",age_101
15,NCT04568031,"18 Years and older  (Adult, Older Adult)",age_101
16,NCT04869228,"18 Years and older  (Adult, Older Adult)",age_101
17,NCT04445272,"18 Years and older  (Adult, Older Adult)",age_101
18,NCT04354831,"18 Years and older  (Adult, Older Adult)",age_101
20,NCT04351802,"18 Years and older  (Adult, Older Adult)",age_101
21,NCT04359095,"18 Years and older  (Adult, Older Adult)",age_101
23,NCT04723394,"18 Years and older  (Adult, Older Adult)",age_101
24,NCT04345445,"18 Years and older  (Adult, Older Adult)",age_101
25,NCT04883138,"18 Years and older  (Adult, Older Adult)",age_101
26,NCT04508712,"18 Years and older  (Adult, Older Adult)",age_101
29,NCT04355741,"18 Years and older  (Adult, Older Adult)",age_101
32,NCT04377763,"18 Years and older  (Adult, Older Adult)",age_101
33,NCT04578158,"18 Years and older  (Adult, Older Adult)",age_101
36,NCT04428801,"18 Years and older  (Adult, Older Adult)",age_101
37,NCT04628039,"18 Years and older  (Adult, Older Adult)",age_101
38,NCT04932941,"18 Years and older  (Adult, Older Adult)",age_101
39,NCT04466644,"18 Years and older  (Adult, Older Adult)",age_101
40,NCT04431908,"18 Years and older  (Adult, Older Adult)",age_101
41,NCT04343183,"18 Years and older  (Adult, Older Adult)",age_101
45,NCT04331509,"18 Years and older  (Adult, Older Adult)",age_101
46,NCT04470622,"18 Years and older  (Adult, Older Adult)",age_101
49,NCT04452669,"18 Years and older  (Adult, Older Adult)",age_101
50,NCT04406389,"18 Years and older  (Adult, Older Adult)",age_101
52,NCT04742569,"18 Years and older  (Adult, Older Adult)",age_101
55,NCT04854928,"18 Years and older  (Adult, Older Adult)",age_101
56,NCT04412486,"18 Years and older  (Adult, Older Adult)",age_101
60,NCT04552366,"18 Years and older  (Adult, Older Adult)",age_101
61,NCT04747769,"18 Years and older  (Adult, Older Adult)",age_101
62,NCT04534673,"18 Years and older  (Adult, Older Adult)",age_101
63,NCT04393038,"18 Years and older  (Adult, Older Adult)",age_101
64,NCT04770467,"18 Years and older  (Adult, Older Adult)",age_101
66,NCT04490174,"18 Years and older  (Adult, Older Adult)",age_101
67,NCT04757857,"18 Years and older  (Adult, Older Adult)",age_101
68,NCT04474483,"18 Years and older  (Adult, Older Adult)",age_101
69,NCT04928430,"18 Years and older  (Adult, Older Adult)",age_101
70,NCT04716426,"18 Years and older  (Adult, Older Adult)",age_101
73,NCT04479358,"18 Years and older  (Adult, Older Adult)",age_101
74,NCT04853069,"18 Years and older  (Adult, Older Adult)",age_101
76,NCT04369820,"18 Years and older  (Adult, Older Adult)",age_101
77,NCT04401423,"18 Years and older  (Adult, Older Adult)",age_101
80,NCT04514302,"18 Years and older  (Adult, Older Adult)",age_101
84,NCT04449718,"18 Years and older  (Adult, Older Adult)",age_101
85,NCT04587323,"18 Years and older  (Adult, Older Adult)",age_101
87,NCT04889313,"18 Years and older  (Adult, Older Adult)",age_101
88,NCT04370262,"18 Years and older  (Adult, Older Adult)",age_101
90,NCT04978233,"18 Years and older  (Adult, Older Adult)",age_101
91,NCT04472572,"18 Years and older  (Adult, Older Adult)",age_101
92,NCT04549831,"18 Years and older  (Adult, Older Adult)",age_101
93,NCT04497324,"18 Years and older  (Adult, Older Adult)",age_101
94,NCT04386759,"18 Years and older  (Adult, Older Adult)",age_101
95,NCT04590586,"18 Years and older  (Adult, Older Adult)",age_101
98,NCT04834752,"18 Years and older  (Adult, Older Adult)",age_101
99,NCT04708236,"18 Years and older  (Adult, Older Adult)",age_101
101,NCT04960202,"18 Years and older  (Adult, Older Adult)",age_101
104,NCT04335123,"18 Years and older  (Adult, Older Adult)",age_101
105,NCT04474496,"18 Years and older  (Adult, Older Adult)",age_101
108,NCT04434248,"18 Years and older  (Adult, Older Adult)",age_101
109,NCT04619706,"18 Years and older  (Adult, Older Adult)",age_101
110,NCT04350593,"18 Years and older  (Adult, Older Adult)",age_101
112,NCT04456413,"18 Years and older  (Adult, Older Adult)",age_101
113,NCT04464395,"18 Years and older  (Adult, Older Adult)",age_101
114,NCT04467151,"18 Years and older  (Adult, Older Adult)",age_101
115,NCT04343755,"18 Years and older  (Adult, Older Adult)",age_101
116,NCT04784754,"18 Years and older  (Adult, Older Adult)",age_101
117,NCT04321421,"18 Years and older  (Adult, Older Adult)",age_101
118,NCT04685603,"18 Years and older  (Adult, Older Adult)",age_101
122,NCT04880694,"18 Years and older  (Adult, Older Adult)",age_101
124,NCT04527133,"18 Years and older  (Adult, Older Adult)",age_101
128,NCT04668235,"18 Years and older  (Adult, Older Adult)",age_101
129,NCT04646109,"18 Years and older  (Adult, Older Adult)",age_101
131,NCT04329611,"18 Years and older  (Adult, Older Adult)",age_101
132,NCT04621071,"18 Years and older  (Adult, Older Adult)",age_101
133,NCT04325633,"18 Years and older  (Adult, Older Adult)",age_101
135,NCT04808882,"18 Years and older  (Adult, Older Adult)",age_101
137,NCT04546841,"18 Years and older  (Adult, Older Adult)",age_101
139,NCT04415086,"18 Years and older  (Adult, Older Adult)",age_101
140,NCT04321993,"18 Years and older  (Adult, Older Adult)",age_101
145,NCT04382066,"18 Years and older  (Adult, Older Adult)",age_101
150,NCT04715295,"18 Years and older  (Adult, Older Adult)",age_101
151,NCT04352348,"18 Years and older  (Adult, Older Adult)",age_101
156,NCT04465695,"18 Years and older  (Adult, Older Adult)",age_101
160,NCT04333420,"18 Years and older  (Adult, Older Adult)",age_101
163,NCT04887142,"18 Years and older  (Adult, Older Adult)",age_101
165,NCT04375202,"18 Years and older  (Adult, Older Adult)",age_101
166,NCT04765475,"18 Years and older  (Adult, Older Adult)",age_101
168,NCT04354857,"18 Years and older  (Adult, Older Adult)",age_101
169,NCT04382092,"18 Years and older  (Adult, Older Adult)",age_101
172,NCT04361916,"18 Years and older  (Adult, Older Adult)",age_101
174,NCT04385108,"18 Years and older  (Adult, Older Adult)",age_101
175,NCT04910191,"18 Years and older  (Adult, Older Adult)",age_101
176,NCT04370808,"18 Years and older  (Adult, Older Adult)",age_101
178,NCT04344145,"18 Years and older  (Adult, Older Adult)",age_101
179,NCT04343768,"18 Years and older  (Adult, Older Adult)",age_101
180,NCT04495101,"18 Years and older  (Adult, Older Adult)",age_101
182,NCT04832061,"18 Years and older  (Adult, Older Adult)",age_101
183,NCT04381052,"18 Years and older  (Adult, Older Adult)",age_101
185,NCT04410354,"18 Years and older  (Adult, Older Adult)",age_101
186,NCT04354389,"18 Years and older  (Adult, Older Adult)",age_101
187,NCT04480632,"18 Years and older  (Adult, Older Adult)",age_101
188,NCT04344015,"18 Years and older  (Adult, Older Adult)",age_101
189,NCT04655625,"18 Years and older  (Adult, Older Adult)",age_101
192,NCT04324996,"18 Years and older  (Adult, Older Adult)",age_101
196,NCT04426695,"18 Years and older  (Adult, Older Adult)",age_101
202,NCT04504032,"18 Years and older  (Adult, Older Adult)",age_101
